ltl,en
~   ( green room ) U ( landmark two ),go to landmark two avoiding the green room . then go to the green room or stay on landmark two .
F ( red room ),"robot , go to the red room ."
F ( purple room & F ( first floor ) ),visit the purple room and then move to the first floor .
F ( green room ) & G ( third floor ),proceed to the green room without going to third floor .
F ( landmark one & F ( third floor ) ),go through landmark one on your way to the third floor .
F ( green room & ~  purple room ),avoid the purple room and navigate to the green room .
~   ( purple room ) U ( orange room ),go to or through the orange room always avoid going to the orange room through the purple room
F ( landmark three ) & G ( third floor ),go to landmark three from the third floor only .
F ( landmark two & F ( red room ) ),move to landmark two and then proceed to the red room .
F ( third floor & F ( purple room ) ),"from the third floor , navigate to the purple room ."
~   ( blue room ) U ( third floor ),go to or through the second floor while avoiding going through the blue room
F ( landmark one ) & G ( orange room ),do directly to landmark one without leaving the orange room .
F ( landmark two ) & G ( blue room ),without leaving the blue room go to landmark two .
F ( landmark one ) & G ( red room ),go directly to landmark one by only moving in the red room .
F ( landmark three & F ( second floor ) ),go through landmark three before going to the second floor .
~   ( purple room ) U ( red room ),avoid the purple room until navigating to the red room .
~   ( green room ) U ( landmark three ),"go to landmark three , avoid the green room until you have been to the landmark ."
F ( second floor & F ( red room ) ),"from the second floor , navigate to the red room ."
F ( landmark three & F ( green room ) ),go to landmark three and then the green room
F ( landmark three ) & G ( green room ),without leaving the green room go to landmark three .
F ( purple room & F ( landmark one ) ),move to the purple room and then move to landmark one .
F ( landmark one & F ( landmark three ) ),"go to landmark one , then up to landmark three ."
~   ( purple room ) U ( landmark three ),avoid the purple room until you navigate to landmark three .
F ( landmark two & ~  yellow room ),always avoid the yellow room while navigating to landmark two .
F ( yellow room & F ( landmark three ) ),"go to the yellow room , then proceed to landmark three ."
~   ( yellow room ) U ( third floor ),"avoid the yellow room and go to the third floor . if you reached the third floor then you may go to the yellow room , or just stay on the third floor ."
F ( purple room & F ( green room ) ),move to the purple room then continue to the green room .
F ( orange room & F ( yellow room ) ),go from the orange room to the yellow room
F ( landmark two ) & G ( second floor ),move to landmark two without leaving the second floor .
F ( green room & F ( second floor ) ),"move to the second floor , travelling through the green room ."
F ( purple room & F ( landmark one ) ),go through the purple room before going to landmark one
F ( blue room ) & G ( second floor ),remain on the onest floor and go directly to the blue room .
F ( landmark two & F ( green room ) ),go through landmark two before going to the green room .
F ( landmark three & F ( purple room ) ),first go to to landmark three then go to the purple room .
~   ( green room ) U ( purple room ),avoid the green room on your way to the purple room . once you get to the purple room you can to the green room .
~   ( red room ) U ( blue room ),"go to the blue room without going to the red room . if you reached the blue room , now you can go to the red room ."
F ( purple room & ~  landmark two ),go to the purple room without touching landmark one .
F ( orange room ) & G ( third floor ),move to the orange room without going to third floor .
F ( first floor & F ( landmark two ) ),go to landmark two through the first floor .
F ( yellow room & ~  orange room ),go to the yellow room without going to the orange room .
~   ( purple room ) U ( landmark one ),go to landmark one by avoiding the purple room and then stay there or continue to the purple room .
F ( first floor & F ( orange room ) ),"from the first floor , navigate to the orange room ."
F ( green room & F ( first floor ) ),"go to the green room , then go to the first floor ."
F ( landmark three & F ( landmark one ) ),go to the landmark three before going to landmark one
~   ( yellow room ) U ( landmark two ),move to landmark two without entering the yellow room . then you may stay at landmark two or go to the yellow room .
F ( green room & ~  orange room ),go to the green room while always avoiding the orange room
F ( green room & ~  orange room ),"go to green room , but do not go to orange room ."
F ( orange room & F ( landmark one ) ),navigate to landmark one through the orange room .
~   ( purple room ) U ( first floor ),go to or through the second floor always avoid going through the purple room
F ( red room & F ( landmark three ) ),always go through the red room and then to landmark three .
~   ( landmark one ) U ( yellow room ),avoid landmark one until navigating to the yellow room .
~   ( landmark three ) U ( yellow room ),avoid landmark three until after the yellow room
F ( landmark three & F ( first floor ) ),go to landmark three and then go to the onest floor .
